conversation_id,customer_message,agent_response
1001066,order 407-6230086-7878746 counterfeit product. Blacklist vendor.,"Please don't provide your order details, we consider it as personal information. Our page is visible to the public. 2/2"
1001965,"Other than sharing my login credentials, is there a way to collaborate on an order with other members of the household?",There isn't a way to share your cart via household.
1002875,Hi is it possible to purchase Kindle book from being Indian user?,We'll be happy to address your concern. Kindly connect with our Kindle team here:
1003675,Plz track the package with track no : 211178196277.I got sms 2 times for successfully delivery but hvn't received product.,Please don’t provide your order details as we consider them to be personal info. Our page is visible to public. (2/2)
1003702,Why there is moto c plus in mobile exchange list,"I'm unable to comprehend your concern, Could you please elaborate this?"
1004661,my fire stick crashes every time I try to stream the Newcastle Vs Watford game on Hotstar. Every other app and even other programs on Hotstar are working fine. Wtf is going on?,Apologies for the trouble you're facing with the Fire stick. Please contact us here: so we can assist you accordingly.
1004667,"The saga of my screwed-up Letters from Wishing Rock (print version of the book) product page continues. Now, the book is available in two colors! And the number of unrelated 5* reviews has doubled!",I'm sorry for the delayed response! I've escalated this to the correct team. I apologize for any inconvenience this may have caused.
1004677,have a word with your couriers. Leave packages of significant value by my front door where anyone walking past could see and help themselves. The delivery report lies and says they delivered to me.,Oh no! I'm sorry for the poor delivery experience. We would like to look into this in real time with you. Please reach out to us here:
1005112,The product you send me was totally different then what I ordered also with missing some parts. And I received open package as well!,"Apologies, please share your insight by writing back to the e-mail sent by our team. We'll revert to the same."
1005993,No and no;the estimated delivery date is useless because only going to be in the us a few hours. The package was “guaranteed” for yesterday,Who was the carrier for your order? Please check here:
1007025,Done it let’s see we’re we go from here then,Thank you. Please let us know if you need anything else.
1007572,So you failed to deliver a Prime order on the promised day and I cancelled. When do I get the monies refunded?,"Sorry to hear this. Have you contacted us directly? If not, you can do so here:"
1007736,customer service is so slow and painful. If you can fly a package to someone with a drone you can run a functional chat feature...,"Sorry for the poor experience! Without giving account info, can you tell us what's going on? We are here to help!"
1008494,"Los contacté dos veces, fueron muy amables, pero no pudieron hacer nada.",¿Qué te indicaron en nuestro Servicio al Cliente?
1008919,..Order No..404-6800877-5877920 Item recieved broken. Please get it picked up from shipped address. No option on ur site.,Sorry for the hassle. Please report this to our support team here: and we'll check this. 1/2
1008926,sir Will I get a prime membership trial on the new account?,"I'm sorry Arsh, the prime free trial has been dis-continued."
1009195,Love how my #Alexa responds to random shit on the tv and every fucking advert for it. Fuck my life! 😒,I'm sorry for this experience. Have you looked into changing the Wake Word:
1011493,"It appears to me that Mr. Robot series had its season 3 released, But, not on Prime video india. Why?",where we highlight the latest movies and TV shows we have available. 2/2
1012311,it says refund issued on 14th Oct but I haven't received it yet,"We'd like to check this, kindly connect with us via the above link."
1012813,What kind of contest....🤔! I didn't know that... plz share,"There was 'The Spot the phones' contest. However, this is closed now. Please stay tuned for upcoming contests."
1012926,Order #405-3523027-0270732.Not getting delivered due to wrongdoings of delivery person.Escalated.Still no delivery!,Please don't provide your order details as we consider it personal information. Our twitter page is visible to public.(2/2)
1013071,Any update on when #suits season 7 is coming to ?,checking where we highlight the latest movies and TV shows we have available. (2/2)
1013773,"being that I received No #noification and never really joined Prime, I expect a return of the money to my account!","We want to help! You may be able to find/cancel the charge in the link sent, or contact us here:"
1014256,No more . is 1000 times better. No more purchase from . Thanks for ur support with numerous lies,"I understand your concern, I've noted your comments and have forwarded your feedback internally."
1014270,"apparently several residents in this apartment complex received ""delivered"" notification yesterday. But no packages","Oh no! If you didn't receive your package, can you please tell us who the carrier was? Found here:"
1014274,I sent in the form. Waiting to hear back now,I can confirm that we've received your details. We appreciate your patience.
1014703,courier person of amazon is misbehaving intimidating me behaving like gunda of the town warn me and say he will cancel it,That's not good. Try contacting us here: let us know how things go.
1015567,"Hi I'm wondering about this article … I pre-ordered this, were you really selling this or it's fake?",1/2 I'm sorry for the concern. The product page has been updated here:
1019536,My text book rental from amazon prime is late and now I can’t do my assignments for this week. Cool 🙃🙃,I'm sorry your book hasn't made it out to you. Have you received an updated delivery date?
1020065,"I am a Prime subscriber so I pay for next day, why is the 28th the earliest date? I feel cheated, you are a most deceitful company #payyourtaxes",Some deliveries may take longer than usual during this time of year: I'm sorry for any inconvenience this may cause.
1020092,Faced issue with products delivered today!,That's odd. May I know if you have reported this to our team here :
1020154,"can you just thank all your staff for me for such a fantastic service, had prime 3 months now and service is unreal 👌","Hi, David! This is what we love to hear! Happy to be at your service."
1020918,am I not allowed to use an gift card to preorder an ebook?,Your Gift Card balance should apply to the order as long as it's there when the book is released.
1020959,pre-ordered a game for my son that advertises early access. How does he get access? I've tried DM but no reply 🤔,I'm sorry there wasn't a reply! We can't access accounts via twitter. Please contact us directly:
1020973,My courier never came to.my home ordered by amazon. And the courier returned it without any notice. 5180711870585,"Please don't provide your order details, we consider it personal info. Our Twitter page is visible to public. (2/2)"
1020973,Extremely sorry for the idiotacy. Was so much angry on the case that didn't consider about the details,That's completely fine. Request you to connect with our support team and we'll get this resolved.
1020973,they can't help also.They said now you won't get product u will get refund..But this is wrong as courier never came to my home,Kindly share your details here: we'd like to take a closer look into this.
1021011,"I've emailed twice, how come someone can't just reply?!","For a faster reply, please reach out to us via phone/live chat here, Emily:"
1021048,ur #onlinedelivery guys r #shameless & #cheaters #liers waiting for a delivery for a week and they still don't #deliver #shameful,I'm sorry about the experience. Could you please elaborate your issue so that we can assist you accordingly?
1022731,I had requested a return on 15th of Sept. But it is still under process. Kindly update the status.. ID:407-1810486-1689900,"Sorry about the stretch, please report that here: and we'll check this out."
1022764,My package was left in the driveway in pouring rain instead of under the covered front door. Not cool delivery guy. :/ #wetbox,'m sorry your order was left out this way! Was anything inside of your package damaged?
1024209,"Guys don't take prime subscription. It's useless, product gets delivered 3 days later, their support is useless.",That's quite a remark Arif. Could you tell us what went wrong?
1024238,You cheated one of the oldest customer of yours. Amazon was better till yesterday . #angrycustomer,Could you please tell us what went wrong Ayush?
1026029,Topspiel der Bundesliga auf ist ein geiler Service! Ergebnis passt mir nur nicht so richtig😂 Weiter so #HejaBvB,Wünsch dir trotzdem viel Spaß und lieben Dank fürs Feedback! ⚽️
1026974,Loosing hope that this will be delivered today 😩😩😩,There is still time! Who is the carrier for the shipment?
1027472,my order stil nt dlvrd.pathetic servs frm amazon India.,"I understand your concern, please reach out to us through the link provided earlier for further assistance."
1027529,I don't Recharge any Thing on Amazon Pay Balance. Will I get ₹101 Cashback ?,I couldn't comprehend your concern. Could you elaborate the issue so that we can assist you accordingly?
1028153,"And so saga continues, No order, No resolution, and No help... #AmazonSucks Ask me before ordering for my experience",Is your order still showing pending? What was advised when you spoke with us? Did we ask you to wait until a certain date?
1028190,"Why is it I see NCIS Season 13 for £24.10, but you charged me 26.09? Because it is eligable for FREE delivery, sssooo... Uhm What?","Just to confirm, are you seeing any amount for tax on your confirmation e-mail? You can check here:"
1028956,"my refund didn't come in my bank account, order dated 6.10.17,order no-408-8380090-5429104 .USB cable for ph.",Request you to get in touch with our support team via email/chat here: (1/2)
1028972,"Never mind, am not returning, I am keeping it... thank you for nothing","Apologies for the trouble, we'd like to help. Please provide your details and we'll contact you soon."
1029007,"Yes, and this is not the first time. One of my items is a birthday gift that will now be late.",We'd like to take a look at this. Please reach out to us via phone here:
1030263,wann kommt die neue folge von Ouat Staffel 7 OV/OmU ?,Ich habe das gerade bei den Kollegen angefragt. Bitte hab ein wenig Geduld :)
1030399,what time do you guys deliver till today ?,Deliveries continue through to 2100. Please let us know when your order arrives.
1031076,There are no options in the app itself that I’ve seen.,"Terrill, Please reach out here so our Alexa Support can look into this with you: Thank you."
1031531,"Now the longer I wait, my item is at risk of selling out and having a delivery date way after the time I need the item!","I'm sorry, we don't have access to your account. W/out posting e-mail or order #, would you tell us about the initial issue?"
1031546,hola me podían ayudar en algo,"Hola Esteban, claro, ¿como te podemos ayudar?"
1031876,"Bonjour, mon compte a été verrouillé et je ne dispose ni d'un FAX ni d'un relevé visa pour prouver mon identité, que puis-je faire","Bonjour, je suis désolée pr cela. Vous devez envoyer les documents par Fax ou par courrier (adresse indiquée dans l'email)."
1031881,you send deliv agent wrong ph no repeatedly aftr day told me we can't reach/delay deli as customer request.Oct 10 times happend,"I understand your concern, please contact us here: We'll be glad to help you."
1033140,"No error message, just Deutsch is the only language option, OV is English. Film is called ""Eine Dunkle Begierde"". is it possible to help?","1/2 This one? It does not say ""OV"". And ""OV"" does not necessarily mean that the title is English, but"
1033140,"Correct film. Every time the title is translated, should I assume that the film will be in German as well? Just asking to know for future.","If a title has ""OV"" in the name, the original language is there:"
1033232,trying to call the customer support without any luck. What's the best way to reach you fast?,"us through a phone call, you may use 'chat' as a medium to contact us quickly. 2/2"
1033736,"I'M SO FUCKING STUPID, OH MY GOD. I ACCIDENTALLY SIGNED UP FOR AMAZON PRIME??? LIKE I JUST CLICKED IT AND NO VERIFICATION OR ANYTHING",Sorry to hear this. Have you tried canceling the Prime here:
1035102,Amazon is letting me down. I've ordered so much stuff and it won't give me a delivery date.,"Hello, I am sorry to hear this. Are the items you are ordering being sold directly by Amazon or a third party?"
1035115,"Thanks so much, the payment went through successfully just few seconds ago. 🙂","I am glad to hear it, Prachi. You're welcome and have a good day ahead."
1035483,Thank you for charging me prime when I clicked “no thank you”. Now my account is over drafted and my baby has no wipes 👏🏼,Oh no! We'd like to go over available options with you. Please reach us via phone/chat here:
1035975,It just says On The Way,"Thanks for confirming! Has it been handed to a carrier yet? If so, who's the carrier listed?"
1035989,why won’t the iOS app work? Can’t go into cart or account. “Oops. Something went wrong” All iOS devices.,I'm sorry our app isn't working! There are no known issues at the moment. Did this just start? Is it the Amazon Shopping app?
1036526,Left in the mail room is NOT the same thing as delivered today.....,"I'm sorry to see this, Jeannie! Just to confirm, do you have a mail room?"
1037022,I have already replied to the same email but haven’t got any reply.,(2/2) You'll hear back from our team if your account were to be unblocked.
1037046,hola existe app para Sony Bravia Amazon Prime video?,"Hola, Bernice. Actualmente estos son los dispositivos compatibles:"
1037172,On me dit livraison en cours à 11h06 mais je veux recevoir le colis avant 14h00 absolument !,J'espère que vous recevrez votre colis le plus rapidement possible et cela avant 14 heures
1037641,10 days no reply from india & Got a Faulty Macbook PRO & no.exhange given! #badservice,"Sorry to know you're facing issues with your order, Devkey. Please share your details here: (1/2)"
1038876,If you return and purchased same item then they will not give cashback though they sent you defective item #worst,I understand your concern regarding the cash back. Could you please elaborate the issue so that we can assist you?
1038889,it is pathetic customer service from your team have not received since past 2 months for order no 406-3476867-2157940,Please don’t provide your order details as it is personal information. Our Twitter page is visible to the public.
1041205,till now my money is not refunded it’s been a month. Unable to contact customer care. Order no-408-9697378-6505948,"Please don't provide your details, we consider it personal information. Our Twitter page is visible to public."
1041207,"but i'm worried, refund not received","Sorry to know you've not received the refund, Shubham. Please reach us from here: we'll assist."
1041217,Non sense. Amazon sent me jewellery without hallmark with other defects. Now not taking return even i initiated return widin 30min of dlvry,"Apologies for the trouble with return of your item, Vikash. I'd like to take a closer look. 1/2"
1041245,Haven't received any mail. MAKE SURE THE ORDER DELIVERS TODAY BEFORE 8PM. I don't need any excuses and surely not replying to mails,Our team is following up on this. We'll keep you updated.
1042299,Shared details on web form. Pl action,Thanks for the update. We've received your details and we're working on the problem you're facing.
1042327,Again​ same #AmazonGreatIndianFestival #amazoncheating Checking price different after chwckout,"I understand your concern. However, the final discount gets applied at the checkout page. Kindly check for the same."
1042343,plusieurs vols de colis et puis un jour j'ai eu ça ⤵️,"Afin qu'on puisse vérifier votre dossier, merci de remplir ce formulaire via un PC :"
1043710,what now? Product is not yet out for delivery. How much more time you need?,You can check the correspondence here : and reply to that with your concerns. (2/2)
1044204,I'm just looking for the customer care number. I will communicate my concern there.,"Sure, our team would be happy to help you out! Please contact our support team here:"
1044948,403-8519871-2013133 no benefit of prime order not delivered waiting from 5 days,"We’ll look into it. Also, please don’t provide your order details as we consider them to be personal information. 2/3"
1044999,my parcel has been delivered to a non existent receptionist. I'm at home (have been all morning) and no sign of it anywhere!,"Hey Leanne, sorry to hear. Who is the carrier in question? Please check out - Keep us posted."
1045014,Hi I have not received my package but got an SMS that it is delivered can you check on this.? ORDER # 407-1059243-5547528,Sorry to hear that. Kindly reach our support team here: we'll be glad to help you. Please1/2
1045524,I had to spend my diwali without a tv coz failed to deliver my dth order whch was given 15days back. #verydisapointed,support team here: & we'll look into it right away. 2/2
1046078,I have placed my feedback on Amazon. Should i expect a remedy?,Our support team should be able to help you with this. Have you contacted them from the link provided earlier?
1046102,"Venduto si, spedito penso di sì ma non sono sicuro",Puoi darci il link della pagina dell'articolo che vorresti acquistare?
1046137,i have already given details before seems delay tactics.,"As you've mentioned that you've shared the details, you might have received an email from social media specialist. [1/2]"
1047176,"Hey wanted to know if I buy a regular gift voucher as a gift it can used on Kindle as well, or do need to get a Kindle voucher","You can definitely use Amazon gift cards to purchase Kindle books, Kushan. Please refer here:"
1047243,"Yes, between shioty online and phone customer service and being double charged for an item, I will no longer be using your services, ever.","Hi, is it an authorization perhaps? If so, it'll drop off & disappear:"
1047963,Ordered pillow from Amazon seller & received only pillow case. Really? I should not have to pay for return shipping. Help?,We're sorry you didn't receive your order as expected! Have you contacted the seller regarding this:
1049138,"I’m a Prime member and ordered something labeled Prime, sold by - but shipping speed is 3-5 days. A/B testing speed change?",I'm sorry for the trouble! Is this a large or hazmat item? Was this for multiple quantities? We'd like to help.
1049146,"Mein Paket ist seit 10 Tagen nicht mehr verfolgbar, vor 5 Tagen hätte es da sein sollen. Bitte kein Hermes mehr, nur Probleme damit","Bitte melde dich bei den Kollegen im Kundenservice, sofern noch nicht geschehen:"
1049361,"Que se entrega hoy. Lo que molesta es pagar PRIME para entrega 1 día, lo compre el Miércoles 18 a las 21.00h y no ha llegado.","Entiendo, lamento esto. Si para el final del día no se hubiera concretado la entrega por favor háznoslo saber"
1049847,"Typical Reply by CC ""Sorry for inconvenience plz return that item , Your return ll be issued once item return""",details through the secure link provided earlier? 2/2
1050412,"Whats happened to Amazon India, no chat option in app and call to cc only gets connected to cc executive only when u hve a recent order. U r degrading ur services.","Chat option is not available in mobile app, Gautam. Please reach us here: so we could assist you further."
1050685,Ya I did it on the same day itself..,You must have received an email correspondence here: 1/2
1050716,"delivery guy does not deliver phone, shows delivery done, issue gets resolved after multiple follow ups over chat and phone 1/n",Apologies for the trouble with the order. I'd like to take a closer look at this. (1/2)
1050772,"Hey since when did 2 day shipping mean 9 days? If I pay for two day shipping, I expect my items to arrive by 18/10 not 23/10!",Some items take longer to dispatch. Two-Day Shipping refers to transit time once shipped:
1051900,"I have already provided details 2 days back but so far, I haven't hear positive pl refund cashback or I will file FIR against you",received an email from social media team. You may check for it here: [2/3]
1053459,"Happy to DM my account email address, and you can look at the 3 live chat complaints raised this week, advising from there?",Hi Thomas- We wouldn't have access to any account/history here for security reasons as this is a public platform.
1053510,Wat the fuck can you do?? Ur jus testing my patience U guys r cheat fraud cheating in the name of sale fuck u guys n goodbye to Amazon,"Please don't provide your email address, as we consider it to be personal info. Our page is visible to the public. 2/2"
1053563,"But it is illegal to quote above MRP. If so, you are abetting an offence. Right?","on the website due to various reasons. To know more about pricing, click here: (2/2)"
1054807,The customer service unable to solve the issue and my product is returned. Worth service.3time call.no benefit..,I'm sorry about the order. Have you shared the details as requested above?
1055233,"😡😡 second time in 4 days, I’m in the house and can confirm this item hasn’t been delivered, help!",Oh no! Are you seeing recurring issues with the same courier: Let us know! We're here to help!
1055258,It just tells me it’s not available in the country I’m in.,"Ok, we need to look at your account. Can you contact us here:"
1056785,have not received any new mail. 1 received 48 hrs before has already been replied. please stop wasting my time in such replies & do needful.,"If you have already filled the form, you must have received an email from our team Kindly check (1/2)"
1056805,"Me lo dijo ayer, pero no me ha vuelto a decir nada, no sé ni cómo me hará el abono.","Entiendo, en este caso el vendedor tiene 48h para responder tu consulta, en caso no recibir ninguna respuesta presentar (1/2)"
1056823,"Hi Team, today also the Delivery guy refused to come to my floor and deliver the product. I have ordered several Amazon products in the past","Kindly share your details through the secure link provided earlier, we'll look into it and help you out. 2/2"
1056823,We had already raised the same last evening. Wud suggest u to take the details frm there & action appropriately,This being social media platform we don't have access to your account details. (1/2)
1057307,"Hello, your call of duty ww2 comes with a guide however is the guide digital or physical?","Hi, can you please link us to the version you're interested in & we'll take a look?"
1057320,I am having zero luck with these days. Another order that was sup to be delivered yesterday pushed to the next 3 days,"Hi Leslie, sorry to hear that! Has the carrier provided a reason for the delay?"
1057348,I have already talked cc more dan 10times so it's over plz tel me how to delete my #Amazon account.,Please share your details here: and I'll get in touch with you. 2/2
1059307,I think amazon executive are not interested in providing right assistance you can see for yourself. & this does not ends here,Please don't provide your order details as we consider it personal information. Our twitter page is visible to public. (2/2)
1059602,Thankyou. The order # is 408-1875594-4930713,"You're welcome, Harsh. Appreciate your patience and understanding. 1/2"
1060417,Thanks it was .co.uk,Thanks for confirming! Please get in touch with us here: so we can discuss options.
1060424,I m filling a fraudulent case agnst u all #Amazon fr cheating by sending me cofirmtn of my packg being delivrd wer as i havnt recevd it,Apologies for what has happened. Please share the details here: and we'll look into this personally.
1061348,Where is my product ?,We've sent a correspondence to your registered account. Please check the same and get back for further assistance.
1064873,when delivery guys come i ask hm pos mtchn but don't have the same he told me evening 6 pm I will come and I got msg from you order cancled,"I'm sorry about that, once an order is canceled it cannot be reinstated. Further, I've noted your comments and (1/2)"
1065157,I brought this bed up two flights of stairs piece by piece only to not be provided instructions. I just would like a refund.,We aren't able to securely access Amazon Account information here on Twitter. Have you been able to contact us about this?
1065688,"Am 13.09. Geht an eine Packstation, möglich ist nur ""Standardversand"", auch bei erneuter Bestellung - warum? Habe Prime.","Da mit dem Standardversand so versendet wird, dass der Artikel zum Erscheinungstag ankommt. Daher ist keine Auswahl möglich."
1066720,Kindle team just said sell it as scrap for 2000 and buy new for 10000. So I was thinking what kind of product this is...,We'd like to look into this further on your behalf. Please submit details to us here:
1066727,Received this super packaged product. Waiting for justification! Order: 404-0129973-6221120,"That for sure has happened in the transit and I am sorry for the damage, Suraj. 1/3"
1067685,"thanks Amazon ! That was very kind of yu , no wonder ur the best ... my trust reenforced 🙏🏽","You're most welcome, Ashwin. We are glad to hear that your issue was resolved. Happy shopping! :)"
1067724,"Ceux-ci font une publicité mensongère chez vous, en France, ils auraient une peine en correctionnelle et vous êtes responsables aussi","Merci de nous l'avoir signalé, c'est en soumettant cette garantie AZ que nous allons mener les vérifications nécessaires."
1070043,- fake commitment ...Fake amazon fulfillment tag...After 3days also no tracking detail available.. Order # 405-2775158-3145102,I'm sorry for the hassle you are facing regarding the delivery of your order. I request you to contact us here (1/3)
1071111,Why is this happening now?,"I'm sorry for the frustration. Currently, there are no delivery times. Please keep checking back for when they're available!"
1071126,do you guys have w delivery date yet for the Xbox one x project scorpio edition? I preordered 1st day but there is no Delivery,"I'm sorry, we don't have insight into delivery dates. It looks like the release date is November 7, though."
1072554,"..I bought prime membership yesterday, it's not showing in my account..email I'd : __email__",That's strange. We'd be glad to help you. Please connect with us here: 1/2
1075279,Putting clauses under ever changing return policy is nothing other than a brilliant way of cheating the customer..good job Amazon,"I'm sorry we'll not be able to create a return, once the return window expires. Kindly get in touch with the (1/2)"
1075308,Por suerte ya los tengo conmigo y sabiendo esto cada vez que vea que la mensajeria es Amazon Logistics haré lo mismo >.<,"Hola Ene-chan, ¿has recibido los pedidos correctamente?"
1075572,"I can provide order numbers as well as tracking numbers, carrier is: AMZL US. So, Amazon.",Thank you for letting us know. Please provide more order details here:
1077740,My order this hasn’t got here,Oh no! Can you let us know who the carrier is? We are here to help!
1077778,"Dear , your ""free 2-hr delivery"" is false advertising. If I place my order at 6:00, that would mean it would be delivered by 8:00, not an 8:00-10:00 window.","I'm sorry for the frustration! For information on the Prime Now delivery windows and times, please visit here:"
1078433,"um, please machine decision an algorithm that delivers my 5yr old's package before the very end of the day. Thx! 😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱🎉",Hey Dana! I'm sorry the package isn't there yet. What is the current tracking listed on the order?
1078469,23rd-25th but I need it for the 25th.,"Thanks for confirming, Katlyn! What is the most recent update to the tracking information? Has this shipped out yet?"
1079086,"paid for books, won't download from Cloud to device",Have you tried to sync/ restart your device? These steps may help:
1079369,you people holding our valuable money. Your customer relationship officer are giving vEry poor response.,"Apologies for the experience, Avneesh. Please elaborate your concern for us to assist you."
1080324,sent an email to this address b/c I did not opt-in to prime but got a conf email. Says address doesn't exist. Who can I contact?,Hello there! I'm sorry for the inconvenience. Please contact us here:
1080340,why there are no subtitles available when viewing video offline?,We'd like to check this for you. Could you please help us with the movie's name?
1081453,Hasn't arrived and it's 9:10pm,I'm sorry for the wait! We've responded to your DM. Feel free to reply on either platform.
1082247,It took 3 days to install washing machine. waiting for 5 weeks. Make informed choices...,Sorry about the delay in installation. Kindly fill in your details here: and I'll look into it.
1082331,"Disappointed with your pre-order system. Pre-ordered in July, paid for shipping, item shipped 20/10 & no show today!",My apologies! What is the current status of the delivery as detailed here:
1083882,Again same with order id 07-9320621-6513117. What are you doing or concern with...,"Please don't provide your order details, we consider it to be personal information. Our page is visible to the public."
1085108,All good. New books are on the way!,"That's great! Let us know if you need anything else, Andrew! 🙂"
1085131,I can provide you with my Amazon account email id. Would that help? It's been a couple of days that I replied to 's email,Please don't post account details as this is a public forum. Have you checked your spam folder for an email from us?
1085346,I am not able to courier my product .. they are not ready to take electronic stuff,"Due to certain courier constraints, we're unable to arrange return pick up from certain pincodes. Kindly return the 1/2"
1086762,What is it w/ 😕 love the products and finding/buying from website BUT the delivery service needs looked at! 19:34 and still no item 😲,I'm sorry for the poor experience! Do you have a current order that is late/delayed that we can help you with?
1086790,already contacted you thrice but still waiting to resolve my query and status also didnt change yet,"When you contacted us previously, what options or insights were you provided?"
1087687,hi. How do i set up or find 5-digit pin? Thx,I'm sorry for the trouble setting up a pin. Do you mean for security on a Fire TV device?
1088735,Why do I pay for Amazon Prime if 50% of the stuff I order doesn’t come in two days???,"I'm sorry your having this experience. Is there an order your currently waiting on, Diana? We'd like to help if possible!"
1089232,This filter is not consistent. Try Bra or Lingerie for instance. Size is not part of the filters. It worked for men's shorts though. Tried it on the web using mobile phone.,"I understand your concern, I've noted your comments and have forwarded your feedback internally."
1091274,Also called today and was told it should be here by 5pm today. But nothing. Now being told tomorrow.,Do you see an updated status with your tracking information?
1092361,what's going on? Why #MrRobot ' s season 2 is unavailable in Italy?,There aren't any updates at the moment but stay tuned for more info!
1094203,I had filed return on 6th but yet no one had came to pickup. I had complained three times to ur customer service but now they blocked my no.,I'm sorry the item hasn't been picked yet. I'd like to look into the issue and set things right. Please provide your 1/2
1094268,"pls check, my order # 404-5726716-4364338 not received by myself but your tracking status showing delivered. HOW? Contact imdtly",I'm sorry the tracking for the order has been updated as delivered even though you haven't received the package. This 1/n
1095113,some of us needed our packages and paid extra for them to be here a certain time,"I'm sorry about this issue, Ashley! We'd like to look into this with you in real-time here:"
1095208,"Hello j'peux plus me co sur votre site depuis firefox, j'ai ça a chaque fois :/","Bonjour Nicolas, je suis désolée pour cela. Avez-vous essayé un autre navigateur?"
1095822,I urged you all people to never buy from Amazon. Their delivery estimate is just insane. #AmazonIsCrook,We apologize for the inconvenience. Please contact us here: and we'll help you.
1096658,So now these guys are not saying a word about my order . This is why is much better than u guys,I do get your concern. Kindly fill in your details here: and I'll help you with it.
1096702,Just stop playing game like sorry for delay like that am not requesting you send me the complimentary gift am telling send i need,We've sent you a correspondence. I request you to kindly check that and revert.
1097820,After paying the delivery charges still amazon give me the estimated date of delivery after 10 days #AmazonIsCrooks,"courier services available to your address, availability of the item etc. We believe our estimates are accurate, 2/3"
1098640,What type of information you bull shit ten days are go but nothing happen my order never come,Apologies for the stretch. Kindly share your details via link mentioned earlier and we'll be happy to help.
1099745,"You cannot do it, worst, what did u do on by escalating 3 times",I'll get back to you. 2/2
1100407,This process followed by several times but didn't work??,That's Strange! Please connect with our support team here: so that we could assist you with your issue.
1100608,I ordered a mic for my brother 2 days ago it shows on my card statement just no order confirmation. Doesn't even show I ordered it!!,"Truly sorry for any inconvenience! With Twitter, we have no access to account or order information. Have you received any order confirmation e-mails? Please, let us know. We're here for you!"
1100614,Why is translating English text on screen to German? Watching in English with all subtitles disabled. It’s like it’s trying to be annoying,Unfortunately burned in subtitles cannot be disabled. I will forward your feedback.
1101723,Never get into a trap of discounts. They stock all the faulty products and tag a #SALE on it.,"We've sent a correspondence to your registered email address, request you to check the same."
1103564,"Hope your internal department will take it seriously and solve it, I will provide my details too for further process",We've made a note of your comments and passed it along to the concerned team. We'd appreciate your understanding.
1103571,"""Certificat de signature OCSP invalide dans la réponse OCSP. Code d’erreur : SEC_ERROR_OCSP_INVALID_SIGNING_CERT"" sous Firefox",Merci de nous l'avoir signalé. Nous remontons l'information.
1103666,how many times i need to tell u the story. u aasholes,We will not be able to check your details here. Could you let us know what went wrong?
1104405,card was swiped twice for 1 transaction.chasing delivery team since last 13 days for refund.cs not,Apologies for the trouble you've had. Have you escalated this to our support team here: for help?
1104591,"nope, only 1 email address",Have you contacted us: so an agent can look into this further for you?
1105753,It's a greater problem that you could predict the placement of order hours in advance!!,Sorry for the confusion. I'll be sure to pass on your feedback to our specialist team internally and work on it.
1105846,partially with the customers My friend got same order at same price but my order has been cancelled.,"to the same to know the reason for the cancellation. Also, please don't provide your order details, as (2/3)"
1106485,Why should i contact support? Why there was no quality check before shipping? #Fraud #ecommerce #scam,"I understand your concern. However, we will not be able to access your account over Twitter. Kindly contact (1/2)"
1106494,Pathetic experience with my order id 404-3012954-9093969. Still waiting for a return of 27K,"Please don't provide your order details, as we consider it to be personal information. Our Twitter page is public.​"
1106578,So I go to my neighbors and go did you see my amazon packages and they go no but then what,I'm sorry for the trouble! What's the latest tracking/delivery date shown in Your Orders here:
1107248,So uhm changed from Wish- to Wedding-List just now. Anything you guys know about my relationship that I don't? 🤔🤔🤔,"Hi, i can not comprehend that! Is it on Amazon.de or Btw...congrats ;-)"
1107258,Need your intervention for this issue.,We apologize for the inconvenience. Please contact our support team here: and we'll be sure to help.
1107846,"is there a limit to the number of playlists I can have? I can't go below my mid-""r's"" on","Hey, get in touch with us here: so we can help you out"
1107900,If they're too lazy to buzz my bell twice why would they leave it with a neighbour?,Does it mention the name of the carrier delivering to you?
1108203,Merci ! En espérant une amélioration globale du service.,"Je vous en prie, sachez que c'est grâce à vos remontées que nos services s'améliorent."
1108267,"Product I bought off has now broken, how on earth do I speak to anyone who can help me get a replacement?! Been going round in circles on the website for about an hour...! ANNOYING",Here's a link to reach out to us directly. Skip 1 (scroll down) and select a reason for the call:
1108280,"for some reason, there is no option in the prime membership tab to cancel my prime membership, what do I do?",If you can't cancel it following these steps: Please reach out for help:
1108293,i appreciate you guys! But they did absolutely nothing. Thanks anyways.,"I realize this isn't ideal, but you can edit the address for each of your payment methods here:"
1108302,I figured it out!! Thanks for responding and trying to help 😊🖒,You are very welcome! We are always here for you!
1108785,It says its already cancelled,"What you're seeing may be an authorization charge, which should fall off shortly. More info:"
1110269,still no sign of my order. Please help.,I'm sorry! Can you let us know who the carrier was that marked it as delivered?
1110742,your whole customer service team is completely useless. Why can no one contact me from your account management team.,Our account specialists only communicate via e-mail. Please wait 1-2 business days for a response.
1111560,Just got the product finally delivered today.,We're glad the order has been delivered. We apologize for the incorrect tracking update. We've recorded your (1/3)
1113341,I love having to wait 8 days for my package to not be shipped. I bought it before Thanksgiving. So ridiculous,I'm sorry for the frustration! Have we missed the delivery date provided in the order confirmation e-mail: We'd like to assist.
1113594,I pay for Prime but still get items arriving 1 to 2 weeks not days. They have the gall to tell me I can call the shipper. SERIOUSLY,Sorry to hear. Was it sold directly by Amazon or a marketplace seller?
